0.3240880 0.5664720 0.6358580 ; 0.2085600 0.5990450 0.6229900
0.2106020 0.5579370 0.5135260 ; 0.3240880 0.5664720 0.6358580
0.3362010 0.5261120 0.5250480 ; 0.3240880 0.5664720 0.6358580
0.2106020 0.5579370 0.5135260 ; 0.3362010 0.5261120 0.5250480
0.6020300 0.2798860 0.1521630 ; 0.5987030 0.2940410 0.1800540
0.5897130 0.2950790 0.1479360 ; 0.6020300 0.2798860 0.1521630
0.5987030 0.2940410 0.1800540 ; 0.5897130 0.2950790 0.1479360
0.5859970 0.3095590 0.1753760 ; 0.5897130 0.2950790 0.1479360
0.5987030 0.2940410 0.1800540 ; 0.5859970 0.3095590 0.1753760
0.5968930 0.2757800 0.1197930 ; 0.5855420 0.2899500 0.1169760
0.5841040 0.2769380 0.1030910 ; 0.5968930 0.2757800 0.1197930
0.5855420 0.2899500 0.1169760 ; 0.5841040 0.2769380 0.1030910
0.5780440 0.2876010 0.1052550 ; 0.5841040 0.2769380 0.1030910
0.5855420 0.2899500 0.1169760 ; 0.5780440 0.2876010 0.1052550
0.5968930 0.2757800 0.1197930 ; 0.6020300 0.2798860 0.1521630
0.5897130 0.2950790 0.1479360 ; 0.5968930 0.2757800 0.1197930
0.5897130 0.2950790 0.1479360 ; 0.5855420 0.2899500 0.1169760
0.5904940 0.2408320 0.1255090 ; 0.5968930 0.2757800 0.1197930
0.5770510 0.2427260 0.1066660 ; 0.5904940 0.2408320 0.1255090
0.5968930 0.2757800 0.1197930 ; 0.5770510 0.2427260 0.1066660
0.5841040 0.2769380 0.1030910 ; 0.5770510 0.2427260 0.1066660
0.5904940 0.2408320 0.1255090 ; 0.6020300 0.2798860 0.1521630
0.5955700 0.2441720 0.1598200 ; 0.6020300 0.2798860 0.1521630
0.5904940 0.2408320 0.1255090 ; 0.5955700 0.2441720 0.1598200
0.5955700 0.2441720 0.1598200 ; 0.5924180 0.2578440 0.1883200
0.5924180 0.2578440 0.1883200 ; 0.6020300 0.2798860 0.1521630
0.5924180 0.2578440 0.1883200 ; 0.5987030 0.2940410 0.1800540
0.3685450 0.3865050 0.1175810 ; 0.3622060 0.4012180 0.1542150
0.3622060 0.4012180 0.1542150 ; 0.2133550 0.4384510 0.0992410
0.2062470 0.4521090 0.1444560 ; 0.2133550 0.4384510 0.0992410
0.3622060 0.4012180 0.1542150 ; 0.2062470 0.4521090 0.1444560
0.2120860 0.3242610 0.0825120 ; 0.2096280 0.3154780 0.0964700
0.3494290 0.2733700 0.0939360 ; 0.2120860 0.3242610 0.0825120
0.2096280 0.3154780 0.0964700 ; 0.3494290 0.2733700 0.0939360
0.3462910 0.2622400 0.1101080 ; 0.3494290 0.2733700 0.0939360
0.2096280 0.3154780 0.0964700 ; 0.3462910 0.2622400 0.1101080
0.3435620 0.2652790 0.1388790 ; 0.3462910 0.2622400 0.1101080
0.2096280 0.3154780 0.0964700 ; 0.3435620 0.2652790 0.1388790
0.2096280 0.3154780 0.0964700 ; 0.2072290 0.3181250 0.1204910
0.0463960 0.6387250 0.6744000 ; 0.0934550 0.6355660 0.6760990
0.0460240 0.6055150 0.6939640 ; 0.0463960 0.6387250 0.6744000
0.0934550 0.6355660 0.6760990 ; 0.0460240 0.6055150 0.6939640
0.0927130 0.6024760 0.6956640 ; 0.0460240 0.6055150 0.6939640
0.0934550 0.6355660 0.6760990 ; 0.0927130 0.6024760 0.6956640
0.3191040 0.5742330 0.6764730 ; 0.3154800 0.5734990 0.6993440
0.2062520 0.6070090 0.6649430 ; 0.3191040 0.5742330 0.6764730
0.3154800 0.5734990 0.6993440 ; 0.2062520 0.6070090 0.6649430
0.2044680 0.6060300 0.6877200 ; 0.2062520 0.6070090 0.6649430
0.3154800 0.5734990 0.6993440 ; 0.2044680 0.6060300 0.6877200
0.3028740 0.5428810 0.7182890 ; 0.1977930 0.5741770 0.7069770
0.3154800 0.5734990 0.6993440 ; 0.3028740 0.5428810 0.7182890
0.1977930 0.5741770 0.7069770 ; 0.3154800 0.5734990 0.6993440
0.1977930 0.5741770 0.7069770 ; 0.2044680 0.6060300 0.6877200
0.2999240 0.4446940 0.6586100 ; 0.1949630 0.4734450 0.6477460
0.2976150 0.4613700 0.6946320 ; 0.2999240 0.4446940 0.6586100
0.1949630 0.4734450 0.6477460 ; 0.2976150 0.4613700 0.6946320
0.1941500 0.4907560 0.6831900 ; 0.2976150 0.4613700 0.6946320
0.1949630 0.4734450 0.6477460 ; 0.1941500 0.4907560 0.6831900
0.1959460 0.4352190 0.5348510 ; 0.3101140 0.4062620 0.5468570
0.1958080 0.3912670 0.4156000 ; 0.1959460 0.4352190 0.5348510
0.3101140 0.4062620 0.5468570 ; 0.1958080 0.3912670 0.4156000
0.3180540 0.3591000 0.4288600 ; 0.1958080 0.3912670 0.4156000
0.3101140 0.4062620 0.5468570 ; 0.3180540 0.3591000 0.4288600
0.0420370 0.3800670 0.0985730 ; 0.0378980 0.3874860 0.1380650
0.0708980 0.3679720 0.1021030 ; 0.0420370 0.3800670 0.0985730
0.0378980 0.3874860 0.1380650 ; 0.0708980 0.3679720 0.1021030
0.0614330 0.3682890 0.1743600 ; 0.0708980 0.3679720 0.1021030
0.0378980 0.3874860 0.1380650 ; 0.0614330 0.3682890 0.1743600
0.0729670 0.3657190 0.0828340 ; 0.0747470 0.3721530 0.0710930
0.0443180 0.3764290 0.0793530 ; 0.0729670 0.3657190 0.0828340
0.0747470 0.3721530 0.0710930 ; 0.0443180 0.3764290 0.0793530
0.0449170 0.3920290 0.0645490 ; 0.0443180 0.3764290 0.0793530
0.0747470 0.3721530 0.0710930 ; 0.0449170 0.3920290 0.0645490
0.0443180 0.3764290 0.0793530 ; 0.0420370 0.3800670 0.0985730
0.0708980 0.3679720 0.1021030 ; 0.0443180 0.3764290 0.0793530
0.0708980 0.3679720 0.1021030 ; 0.0729670 0.3657190 0.0828340
0.0423770 0.4228630 0.0526950 ; 0.0409330 0.4296440 0.0742200
0.0449170 0.3920290 0.0645490 ; 0.0423770 0.4228630 0.0526950
0.0409330 0.4296440 0.0742200 ; 0.0449170 0.3920290 0.0645490
0.0409330 0.4296440 0.0742200 ; 0.0443180 0.3764290 0.0793530
0.0409330 0.4296440 0.0742200 ; 0.0420370 0.3800670 0.0985730
0.0387330 0.4352610 0.0944850 ; 0.0420370 0.3800670 0.0985730
0.0409330 0.4296440 0.0742200 ; 0.0387330 0.4352610 0.0944850
0.0387330 0.4352610 0.0944850 ; 0.0378980 0.3874860 0.1380650
0.0347250 0.4440620 0.1323010 ; 0.0378980 0.3874860 0.1380650
0.0387330 0.4352610 0.0944850 ; 0.0347250 0.4440620 0.1323010
0.0184630 0.4966560 0.1334310 ; 0.0172220 0.4549970 0.1378500
0.0375870 0.4890600 0.1241760 ; 0.0184630 0.4966560 0.1334310
0.0172220 0.4549970 0.1378500 ; 0.0375870 0.4890600 0.1241760
0.0351050 0.4525860 0.1275690 ; 0.0375870 0.4890600 0.1241760
0.0172220 0.4549970 0.1378500 ; 0.0351050 0.4525860 0.1275690
0.5561430 0.2971060 0.0970210 ; 0.5780440 0.2876010 0.1052550
0.5581500 0.3052430 0.1108130 ; 0.5561430 0.2971060 0.0970210
0.5780440 0.2876010 0.1052550 ; 0.5581500 0.3052430 0.1108130
0.5855420 0.2899500 0.1169760 ; 0.5581500 0.3052430 0.1108130
0.5596260 0.3122820 0.1422060 ; 0.5581500 0.3052430 0.1108130
0.5855420 0.2899500 0.1169760 ; 0.5596260 0.3122820 0.1422060
0.5897130 0.2950790 0.1479360 ; 0.5596260 0.3122820 0.1422060
0.5247520 0.3127650 0.0884430 ; 0.5561430 0.2971060 0.0970210
0.5249190 0.3226600 0.1034730 ; 0.5247520 0.3127650 0.0884430
0.5561430 0.2971060 0.0970210 ; 0.5249190 0.3226600 0.1034730
0.5581500 0.3052430 0.1108130 ; 0.5249190 0.3226600 0.1034730
0.5596260 0.3122820 0.1422060 ; 0.5237330 0.3315620 0.1359190
0.5237330 0.3315620 0.1359190 ; 0.5581500 0.3052430 0.1108130
0.5237330 0.3315620 0.1359190 ; 0.5249190 0.3226600 0.1034730
0.5549460 0.3273820 0.1698290 ; 0.5596260 0.3122820 0.1422060
0.5859970 0.3095590 0.1753760 ; 0.5549460 0.3273820 0.1698290
0.5596260 0.3122820 0.1422060 ; 0.5859970 0.3095590 0.1753760
0.5181640 0.3473290 0.1639710 ; 0.5237330 0.3315620 0.1359190
0.5549460 0.3273820 0.1698290 ; 0.5181640 0.3473290 0.1639710
0.5237330 0.3315620 0.1359190 ; 0.5549460 0.3273820 0.1698290
0.5466080 0.1896750 0.1654510 ; 0.5144940 0.1963220 0.1621990
0.5427360 0.2023200 0.1930780 ; 0.5466080 0.1896750 0.1654510
0.5144940 0.1963220 0.1621990 ; 0.5427360 0.2023200 0.1930780
0.5096530 0.2091010 0.1900500 ; 0.5427360 0.2023200 0.1930780
0.5144940 0.1963220 0.1621990 ; 0.5096530 0.2091010 0.1900500
0.5144940 0.1963220 0.1621990 ; 0.4798930 0.2094370 0.1572630
0.4798930 0.2094370 0.1572630 ; 0.5096530 0.2091010 0.1900500
0.4742140 0.2225240 0.1855490 ; 0.5096530 0.2091010 0.1900500
0.4798930 0.2094370 0.1572630 ; 0.4742140 0.2225240 0.1855490
0.5444680 0.1881350 0.1337070 ; 0.5398280 0.2037130 0.1198520
0.5151050 0.1940480 0.1298150 ; 0.5444680 0.1881350 0.1337070
0.5398280 0.2037130 0.1198520 ; 0.5151050 0.1940480 0.1298150
0.5171720 0.2081280 0.1129010 ; 0.5151050 0.1940480 0.1298150
0.5398280 0.2037130 0.1198520 ; 0.5171720 0.2081280 0.1129010
0.4829540 0.2060040 0.1237410 ; 0.5151050 0.1940480 0.1298150
0.5171720 0.2081280 0.1129010 ; 0.4829540 0.2060040 0.1237410
0.4867660 0.2194830 0.1053590 ; 0.4829540 0.2060040 0.1237410
0.5171720 0.2081280 0.1129010 ; 0.4867660 0.2194830 0.1053590
0.5466080 0.1896750 0.1654510 ; 0.5444680 0.1881350 0.1337070
0.5444680 0.1881350 0.1337070 ; 0.5144940 0.1963220 0.1621990
0.5151050 0.1940480 0.1298150 ; 0.5144940 0.1963220 0.1621990
0.5151050 0.1940480 0.1298150 ; 0.4798930 0.2094370 0.1572630
0.4829540 0.2060040 0.1237410 ; 0.4798930 0.2094370 0.1572630
0.5236950 0.2190180 0.1081730 ; 0.5171720 0.2081280 0.1129010
0.5398280 0.2037130 0.1198520 ; 0.5236950 0.2190180 0.1081730
0.5504510 0.2116540 0.1204710 ; 0.5236950 0.2190180 0.1081730
0.5398280 0.2037130 0.1198520 ; 0.5504510 0.2116540 0.1204710
0.5236950 0.2190180 0.1081730 ; 0.4867660 0.2194830 0.1053590
0.4920630 0.2316890 0.0992670 ; 0.4867660 0.2194830 0.1053590
0.5236950 0.2190180 0.1081730 ; 0.4920630 0.2316890 0.0992670
0.5709550 0.2363550 0.1109700 ; 0.5411460 0.2453970 0.0970430
0.5504510 0.2116540 0.1204710 ; 0.5709550 0.2363550 0.1109700
0.5411460 0.2453970 0.0970430 ; 0.5504510 0.2116540 0.1204710
0.5411460 0.2453970 0.0970430 ; 0.5236950 0.2190180 0.1081730
0.5411460 0.2453970 0.0970430 ; 0.5065370 0.2603500 0.0869570
0.5065370 0.2603500 0.0869570 ; 0.5236950 0.2190180 0.1081730
0.5065370 0.2603500 0.0869570 ; 0.4920630 0.2316890 0.0992670
0.4616420 0.5220630 0.7063670 ; 0.4650030 0.5229160 0.6853180
0.4911440 0.5112450 0.6911890 ; 0.4616420 0.5220630 0.7063670
0.4650030 0.5229160 0.6853180 ; 0.4911440 0.5112450 0.6911890
0.4650030 0.5229160 0.6853180 ; 0.4866570 0.5159270 0.6783660
0.4264950 0.5379680 0.7109630 ; 0.4319570 0.5384610 0.6880010
0.4616420 0.5220630 0.7063670 ; 0.4264950 0.5379680 0.7109630
0.4319570 0.5384610 0.6880010 ; 0.4616420 0.5220630 0.7063670
0.4319570 0.5384610 0.6880010 ; 0.4650030 0.5229160 0.6853180
0.4527910 0.4933720 0.7242400 ; 0.4616420 0.5220630 0.7063670
0.4851120 0.4819210 0.7072140 ; 0.4527910 0.4933720 0.7242400
0.4616420 0.5220630 0.7063670 ; 0.4851120 0.4819210 0.7072140
0.4527910 0.4933720 0.7242400 ; 0.4264950 0.5379680 0.7109630
0.4079500 0.5085870 0.7296020 ; 0.4264950 0.5379680 0.7109630
0.4527910 0.4933720 0.7242400 ; 0.4079500 0.5085870 0.7296020
0.5672970 0.3623850 0.3034780 ; 0.5485970 0.4117490 0.4308370
0.5361100 0.3801920 0.2981040 ; 0.5672970 0.3623850 0.3034780
0.5485970 0.4117490 0.4308370 ; 0.5361100 0.3801920 0.2981040
0.5172730 0.4294270 0.4256140 ; 0.5361100 0.3801920 0.2981040
0.5485970 0.4117490 0.4308370 ; 0.5172730 0.4294270 0.4256140
0.4993860 0.3975140 0.2919560 ; 0.5361100 0.3801920 0.2981040
0.5172730 0.4294270 0.4256140 ; 0.4993860 0.3975140 0.2919560
0.4806090 0.4471980 0.4198300 ; 0.4993860 0.3975140 0.2919560
0.5172730 0.4294270 0.4256140 ; 0.4806090 0.4471980 0.4198300
0.4332020 0.4198100 0.7028600 ; 0.4553130 0.4149610 0.6948170
0.4380250 0.4043960 0.6697280 ; 0.4332020 0.4198100 0.7028600
0.4553130 0.4149610 0.6948170 ; 0.4380250 0.4043960 0.6697280
0.4720380 0.3989500 0.6693800 ; 0.4380250 0.4043960 0.6697280
0.4553130 0.4149610 0.6948170 ; 0.4720380 0.3989500 0.6693800
0.4010840 0.4289870 0.7060780 ; 0.4332020 0.4198100 0.7028600
0.4048830 0.4129430 0.6694760 ; 0.4010840 0.4289870 0.7060780
0.4332020 0.4198100 0.7028600 ; 0.4048830 0.4129430 0.6694760
0.4380250 0.4043960 0.6697280 ; 0.4048830 0.4129430 0.6694760
0.5089430 0.3080230 0.4497320 ; 0.4757440 0.3142070 0.4469240
0.4904900 0.3543080 0.5615450 ; 0.5089430 0.3080230 0.4497320
0.4757440 0.3142070 0.4469240 ; 0.4904900 0.3543080 0.5615450
0.4586550 0.3619120 0.5606960 ; 0.4904900 0.3543080 0.5615450
0.4757440 0.3142070 0.4469240 ; 0.4586550 0.3619120 0.5606960
0.4757440 0.3142070 0.4469240 ; 0.4402970 0.3239310 0.4421180
0.4402970 0.3239310 0.4421180 ; 0.4586550 0.3619120 0.5606960
0.4242820 0.3743090 0.5588660 ; 0.4586550 0.3619120 0.5606960
0.4402970 0.3239310 0.4421180 ; 0.4242820 0.3743090 0.5588660
0.5802040 0.3466650 0.3080250 ; 0.5617020 0.3961740 0.4353260
0.5672970 0.3623850 0.3034780 ; 0.5802040 0.3466650 0.3080250
0.5617020 0.3961740 0.4353260 ; 0.5672970 0.3623850 0.3034780
0.5617020 0.3961740 0.4353260 ; 0.5485970 0.4117490 0.4308370
0.5802040 0.3466650 0.3080250 ; 0.5987030 0.2940410 0.1800540
0.5745870 0.3111400 0.3164480 ; 0.5802040 0.3466650 0.3080250
0.5987030 0.2940410 0.1800540 ; 0.5745870 0.3111400 0.3164480
0.5924180 0.2578440 0.1883200 ; 0.5745870 0.3111400 0.3164480
0.3526060 0.4442010 0.2782980 ; 0.3460580 0.4885920 0.4064270
0.2058290 0.4878900 0.2646380 ; 0.3526060 0.4442010 0.2782980
0.3460580 0.4885920 0.4064270 ; 0.2058290 0.4878900 0.2646380
0.2115170 0.5269870 0.3930230 ; 0.2058290 0.4878900 0.2646380
0.3460580 0.4885920 0.4064270 ; 0.2115170 0.5269870 0.3930230
0.3240880 0.5664720 0.6358580 ; 0.3191040 0.5742330 0.6764730
0.3191040 0.5742330 0.6764730 ; 0.2085600 0.5990450 0.6229900
0.2062520 0.6070090 0.6649430 ; 0.2085600 0.5990450 0.6229900
0.1903430 0.3527610 0.2859840 ; 0.3237960 0.3134930 0.2996950
0.1990270 0.3226980 0.1780890 ; 0.1903430 0.3527610 0.2859840
0.3237960 0.3134930 0.2996950 ; 0.1990270 0.3226980 0.1780890
0.3237960 0.3134930 0.2996950 ; 0.3366240 0.2741100 0.1818180
0.0817780 0.4575110 0.5228400 ; 0.0735590 0.4174060 0.4023450
0.0405570 0.4625430 0.5217820 ; 0.0817780 0.4575110 0.5228400
0.0735590 0.4174060 0.4023450 ; 0.0405570 0.4625430 0.5217820
0.0364500 0.4220120 0.4015180 ; 0.0405570 0.4625430 0.5217820
0.0735590 0.4174060 0.4023450 ; 0.0364500 0.4220120 0.4015180
0.0381500 0.5707000 0.3787960 ; 0.0305070 0.5374590 0.2558090
0.0769650 0.5649580 0.3796180 ; 0.0381500 0.5707000 0.3787960
0.0305070 0.5374590 0.2558090 ; 0.0769650 0.5649580 0.3796180
0.0590520 0.5312710 0.2509820 ; 0.0769650 0.5649580 0.3796180
0.0305070 0.5374590 0.2558090 ; 0.0590520 0.5312710 0.2509820
0.4972620 0.4727090 0.5396090 ; 0.5172730 0.4294270 0.4256140
0.5273610 0.4555860 0.5429960 ; 0.4972620 0.4727090 0.5396090
0.5172730 0.4294270 0.4256140 ; 0.5273610 0.4555860 0.5429960
0.5485970 0.4117490 0.4308370 ; 0.5273610 0.4555860 0.5429960
0.4618090 0.4912850 0.5365700 ; 0.4806090 0.4471980 0.4198300
0.4972620 0.4727090 0.5396090 ; 0.4618090 0.4912850 0.5365700
0.4806090 0.4471980 0.4198300 ; 0.4972620 0.4727090 0.5396090
0.4736950 0.5149900 0.6497670 ; 0.5061270 0.4994120 0.6515310
0.4866570 0.5159270 0.6783660 ; 0.4736950 0.5149900 0.6497670
0.4650030 0.5229160 0.6853180 ; 0.4736950 0.5149900 0.6497670
0.4396100 0.5309010 0.6487270 ; 0.4736950 0.5149900 0.6497670
0.4650030 0.5229160 0.6853180 ; 0.4396100 0.5309010 0.6487270
0.4319570 0.5384610 0.6880010 ; 0.4396100 0.5309010 0.6487270
0.5258410 0.2572030 0.3218420 ; 0.5427360 0.2023200 0.1930780
0.5096530 0.2091010 0.1900500 ; 0.5258410 0.2572030 0.3218420
0.4926980 0.2624760 0.3186620 ; 0.5258410 0.2572030 0.3218420
0.5096530 0.2091010 0.1900500 ; 0.4926980 0.2624760 0.3186620
0.4742140 0.2225240 0.1855490 ; 0.4926980 0.2624760 0.3186620
0.4572600 0.2712280 0.3134050 ; 0.4926980 0.2624760 0.3186620
0.4742140 0.2225240 0.1855490 ; 0.4572600 0.2712280 0.3134050
0.1939690 0.3415790 0.0761190 ; 0.2120860 0.3242610 0.0825120
0.3430190 0.2881320 0.0876930 ; 0.1939690 0.3415790 0.0761190
0.2120860 0.3242610 0.0825120 ; 0.3430190 0.2881320 0.0876930
0.3494290 0.2733700 0.0939360 ; 0.3430190 0.2881320 0.0876930
0.1970970 0.3716900 0.0641140 ; 0.1939690 0.3415790 0.0761190
0.3518160 0.3175170 0.0755360 ; 0.1970970 0.3716900 0.0641140
0.1939690 0.3415790 0.0761190 ; 0.3518160 0.3175170 0.0755360
0.3430190 0.2881320 0.0876930 ; 0.3518160 0.3175170 0.0755360
0.5084200 0.3760060 0.5674740 ; 0.4886280 0.4220360 0.6768170
0.5295250 0.4024330 0.5636440 ; 0.5084200 0.3760060 0.5674740
0.4886280 0.4220360 0.6768170 ; 0.5295250 0.4024330 0.5636440
0.5079890 0.4494160 0.6753550 ; 0.5295250 0.4024330 0.5636440
0.4886280 0.4220360 0.6768170 ; 0.5079890 0.4494160 0.6753550
0.5084200 0.3760060 0.5674740 ; 0.5282160 0.3296850 0.4544420
0.4904900 0.3543080 0.5615450 ; 0.5084200 0.3760060 0.5674740
0.5282160 0.3296850 0.4544420 ; 0.4904900 0.3543080 0.5615450
0.5282160 0.3296850 0.4544420 ; 0.5089430 0.3080230 0.4497320
0.4886280 0.4220360 0.6768170 ; 0.4720380 0.3989500 0.6693800
0.4553130 0.4149610 0.6948170 ; 0.4886280 0.4220360 0.6768170
0.4637110 0.4460050 0.7093180 ; 0.4886280 0.4220360 0.6768170
0.4553130 0.4149610 0.6948170 ; 0.4637110 0.4460050 0.7093180
0.4801650 0.4757040 0.7116220 ; 0.5079890 0.4494160 0.6753550
0.4637110 0.4460050 0.7093180 ; 0.4801650 0.4757040 0.7116220
0.5079890 0.4494160 0.6753550 ; 0.4637110 0.4460050 0.7093180
0.5843130 0.2346430 0.1297570 ; 0.5709550 0.2363550 0.1109700
0.5616680 0.2094410 0.1374050 ; 0.5843130 0.2346430 0.1297570
0.5709550 0.2363550 0.1109700 ; 0.5616680 0.2094410 0.1374050
0.5504510 0.2116540 0.1204710 ; 0.5616680 0.2094410 0.1374050
0.5654930 0.2115750 0.1701770 ; 0.5893650 0.2380220 0.1640410
0.5616680 0.2094410 0.1374050 ; 0.5654930 0.2115750 0.1701770
0.5893650 0.2380220 0.1640410 ; 0.5616680 0.2094410 0.1374050
0.5893650 0.2380220 0.1640410 ; 0.5843130 0.2346430 0.1297570
0.5444680 0.1881350 0.1337070 ; 0.5616680 0.2094410 0.1374050
0.5504510 0.2116540 0.1204710 ; 0.5444680 0.1881350 0.1337070
0.5466080 0.1896750 0.1654510 ; 0.5654930 0.2115750 0.1701770
0.5616680 0.2094410 0.1374050 ; 0.5466080 0.1896750 0.1654510
0.5621700 0.2245570 0.1981470 ; 0.5654930 0.2115750 0.1701770
0.5427360 0.2023200 0.1930780 ; 0.5621700 0.2245570 0.1981470
0.5654930 0.2115750 0.1701770 ; 0.5427360 0.2023200 0.1930780
0.5862780 0.2517020 0.1925510 ; 0.5893650 0.2380220 0.1640410
0.5621700 0.2245570 0.1981470 ; 0.5862780 0.2517020 0.1925510
0.5893650 0.2380220 0.1640410 ; 0.5621700 0.2245570 0.1981470
0.3637180 0.3586740 0.0689390 ; 0.3701440 0.3689870 0.0757670
0.2155310 0.4222170 0.0630900 ; 0.3637180 0.3586740 0.0689390
0.2155310 0.4222170 0.0630900 ; 0.2041260 0.4129310 0.0570350
0.2980070 0.4984480 0.7179130 ; 0.1946290 0.5283500 0.7063670
0.2998900 0.5360110 0.7227380 ; 0.2980070 0.4984480 0.7179130
0.1946290 0.5283500 0.7063670 ; 0.2998900 0.5360110 0.7227380
0.1961130 0.5671080 0.7114920 ; 0.2998900 0.5360110 0.7227380
0.1946290 0.5283500 0.7063670 ; 0.1961130 0.5671080 0.7114920
0.2980070 0.4984480 0.7179130 ; 0.2976150 0.4613700 0.6946320
0.1941500 0.4907560 0.6831900 ; 0.2980070 0.4984480 0.7179130
0.1941500 0.4907560 0.6831900 ; 0.1946290 0.5283500 0.7063670
0.0458390 0.5982910 0.6985500 ; 0.0923390 0.5952080 0.7002490
0.0452940 0.5587690 0.6938540 ; 0.0458390 0.5982910 0.6985500
0.0923390 0.5952080 0.7002490 ; 0.0452940 0.5587690 0.6938540
0.0912530 0.5552520 0.6948250 ; 0.0452940 0.5587690 0.6938540
0.0923390 0.5952080 0.7002490 ; 0.0912530 0.5552520 0.6948250
0.0450120 0.5208530 0.6692390 ; 0.0452940 0.5587690 0.6938540
0.0912530 0.5552520 0.6948250 ; 0.0450120 0.5208530 0.6692390
0.0906800 0.5171420 0.6717470 ; 0.0450120 0.5208530 0.6692390
0.0912530 0.5552520 0.6948250 ; 0.0906800 0.5171420 0.6717470
0.0428120 0.4308870 0.0478460 ; 0.0445290 0.4641880 0.0451370
0.0413780 0.4376910 0.0693810 ; 0.0428120 0.4308870 0.0478460
0.0445290 0.4641880 0.0451370 ; 0.0413780 0.4376910 0.0693810
0.0437270 0.4708430 0.0643740 ; 0.0413780 0.4376910 0.0693810
0.0445290 0.4641880 0.0451370 ; 0.0437270 0.4708430 0.0643740
0.0391550 0.4433810 0.0896540 ; 0.0413780 0.4376910 0.0693810
0.0437270 0.4708430 0.0643740 ; 0.0391550 0.4433810 0.0896540
0.0416670 0.4775640 0.0831300 ; 0.0391550 0.4433810 0.0896540
0.0437270 0.4708430 0.0643740 ; 0.0416670 0.4775640 0.0831300
0.0445290 0.4641880 0.0451370 ; 0.0609200 0.4724440 0.0504160
0.0609200 0.4724440 0.0504160 ; 0.0437270 0.4708430 0.0643740
0.0597920 0.4797240 0.0626460 ; 0.0437270 0.4708430 0.0643740
0.0609200 0.4724440 0.0504160 ; 0.0597920 0.4797240 0.0626460
0.0597920 0.4797240 0.0626460 ; 0.0581610 0.4874010 0.0808990
0.0581610 0.4874010 0.0808990 ; 0.0437270 0.4708430 0.0643740
0.0581610 0.4874010 0.0808990 ; 0.0416670 0.4775640 0.0831300
0.0375870 0.4890600 0.1241760 ; 0.0416670 0.4775640 0.0831300
0.0581610 0.4874010 0.0808990 ; 0.0375870 0.4890600 0.1241760
0.0502910 0.5000050 0.1346980 ; 0.0375870 0.4890600 0.1241760
0.0581610 0.4874010 0.0808990 ; 0.0502910 0.5000050 0.1346980
0.0351050 0.4525860 0.1275690 ; 0.0391550 0.4433810 0.0896540
0.0416670 0.4775640 0.0831300 ; 0.0351050 0.4525860 0.1275690
0.0211450 0.3697900 0.1987660 ; 0.0614330 0.3682890 0.1743600
0.0173850 0.3895760 0.1504660 ; 0.0211450 0.3697900 0.1987660
0.0614330 0.3682890 0.1743600 ; 0.0173850 0.3895760 0.1504660
0.0378980 0.3874860 0.1380650 ; 0.0173850 0.3895760 0.1504660
0.0347250 0.4440620 0.1323010 ; 0.0173850 0.3895760 0.1504660
0.0170330 0.4464400 0.1425840 ; 0.0173850 0.3895760 0.1504660
0.0347250 0.4440620 0.1323010 ; 0.0170330 0.4464400 0.1425840
0.5470360 0.2520640 0.0926590 ; 0.5770510 0.2427260 0.1066660
0.5841040 0.2769380 0.1030910 ; 0.5470360 0.2520640 0.0926590
0.5563180 0.2861070 0.0903720 ; 0.5470360 0.2520640 0.0926590
0.5841040 0.2769380 0.1030910 ; 0.5563180 0.2861070 0.0903720
0.5120760 0.2672320 0.0825120 ; 0.5470360 0.2520640 0.0926590
0.5563180 0.2861070 0.0903720 ; 0.5120760 0.2672320 0.0825120
0.5233100 0.3014200 0.0808350 ; 0.5120760 0.2672320 0.0825120
0.5563180 0.2861070 0.0903720 ; 0.5233100 0.3014200 0.0808350
0.5780440 0.2876010 0.1052550 ; 0.5563180 0.2861070 0.0903720
0.5561430 0.2971060 0.0970210 ; 0.5563180 0.2861070 0.0903720
0.5561430 0.2971060 0.0970210 ; 0.5233100 0.3014200 0.0808350
0.5247520 0.3127650 0.0884430 ; 0.5233100 0.3014200 0.0808350
0.4353100 0.4539670 0.7246630 ; 0.4481530 0.4869280 0.7286270
0.4637110 0.4460050 0.7093180 ; 0.4353100 0.4539670 0.7246630
0.4481530 0.4869280 0.7286270 ; 0.4637110 0.4460050 0.7093180
0.4481530 0.4869280 0.7286270 ; 0.4801650 0.4757040 0.7116220
0.4036660 0.5019140 0.7339810 ; 0.4481530 0.4869280 0.7286270
0.4013870 0.4655540 0.7294550 ; 0.4036660 0.5019140 0.7339810
0.4481530 0.4869280 0.7286270 ; 0.4013870 0.4655540 0.7294550
0.4353100 0.4539670 0.7246630 ; 0.4013870 0.4655540 0.7294550
0.4332020 0.4198100 0.7028600 ; 0.4353100 0.4539670 0.7246630
0.4637110 0.4460050 0.7093180 ; 0.4332020 0.4198100 0.7028600
0.4010840 0.4289870 0.7060780 ; 0.4013870 0.4655540 0.7294550
0.4353100 0.4539670 0.7246630 ; 0.4010840 0.4289870 0.7060780
0.5258410 0.2572030 0.3218420 ; 0.5089430 0.3080230 0.4497320
0.5451920 0.2791520 0.3267310 ; 0.5258410 0.2572030 0.3218420
0.5089430 0.3080230 0.4497320 ; 0.5451920 0.2791520 0.3267310
0.5282160 0.3296850 0.4544420 ; 0.5451920 0.2791520 0.3267310
